account_id,upi_id,customer_name,account_type,is_verified_merchant,balance,risk_score,status,created_at
ACC_015,reyansh.iyer14@talb,Reyansh Iyer,SAVINGS,False,116800.11,0.28,ACTIVE,2022-11-09T00:00:00Z
ACC_025,myra.nair24@talb,Myra Nair,SAVINGS,False,41277.01,0.24,ACTIVE,2024-01-10T00:00:00Z
ACC_026,vihaan.pillai25@talb,Vihaan Pillai,SAVINGS,False,78591.50,0.21,ACTIVE,2022-02-22T00:00:00Z
ACC_027,rohan.sharma26@talb,Rohan Sharma,SAVINGS,False,20624.14,0.26,ACTIVE,2024-02-10T00:00:00Z
ACC_029,pooja.mehta28@talb,Pooja Mehta,SAVINGS,False,107456.84,0.34,ACTIVE,2024-04-05T00:00:00Z
ACC_032,arjun.patel31@talb,Arjun Patel,SAVINGS,False,144197.52,0.28,ACTIVE,2023-08-19T00:00:00Z
ACC_036,riya.gupta35@talb,Riya Gupta,SAVINGS,False,108617.64,0.30,ACTIVE,2023-12-07T00:00:00Z
ACC_037,ira.nair36@talb,Ira Nair,SAVINGS,False,190550.59,0.26,ACTIVE,2024-06-15T00:00:00Z
ACC_038,ayaan.menon37@talb,Ayaan Menon,SAVINGS,False,66450.07,0.21,ACTIVE,2023-08-21T00:00:00Z
ACC_043,rohan.bose42@talb,Rohan Bose,SAVINGS,False,2236.93,0.30,ACTIVE,2022-10-17T00:00:00Z
ACC_048,meera.rao47@talb,Meera Rao,SAVINGS,False,182932.72,0.23,ACTIVE,2022-03-23T00:00:00Z
ACC_050,anika.kapoor49@talb,Anika Kapoor,SAVINGS,False,55368.70,0.23,ACTIVE,2023-10-13T00:00:00Z
ACC_058,vihaan.rao57@talb,Vihaan Rao,SAVINGS,False,72316.09,0.33,ACTIVE,2022-05-18T00:00:00Z
ACC_065,vihaan.pillai64@talb,Vihaan Pillai,SAVINGS,False,117644.61,0.24,ACTIVE,2022-08-03T00:00:00Z
ACC_068,arjun.bose67@talb,Arjun Bose,SAVINGS,False,174640.17,0.26,ACTIVE,2023-07-22T00:00:00Z
ACC_070,dhruv.sharma69@talb,Dhruv Sharma,SAVINGS,False,61092.43,0.33,ACTIVE,2022-11-22T00:00:00Z
ACC_075,dhruv.chatterjee74@talb,Dhruv Chatterjee,SAVINGS,False,66997.95,0.29,ACTIVE,2022-11-02T00:00:00Z
ACC_076,krishna.sharma75@talb,Krishna Sharma,SAVINGS,False,56886.96,0.23,ACTIVE,2024-05-15T00:00:00Z
ACC_078,aarav.malhotra77@talb,Aarav Malhotra,SAVINGS,False,146408.89,0.32,ACTIVE,2024-03-28T00:00:00Z
ACC_080,aarav.chauhan79@talb,Aarav Chauhan,SAVINGS,False,42837.20,0.30,ACTIVE,2023-09-22T00:00:00Z
ACC_085,aryan.mehta84@talb,Aryan Mehta,SAVINGS,False,31076.37,0.22,ACTIVE,2022-08-26T00:00:00Z
ACC_086,isha.sharma85@talb,Isha Sharma,SAVINGS,False,167927.45,0.31,ACTIVE,2023-12-02T00:00:00Z
ACC_088,aditya.mehta87@talb,Aditya Mehta,SAVINGS,False,132024.90,0.23,ACTIVE,2023-10-08T00:00:00Z
ACC-10002,vivaan.rao@oksbi,Vivaan Rao,SAVINGS,False,71311.06,0.02,ACTIVE,2026-02-27T04:08:38Z
ACC-10004,vihaan.shinde@oksbi,Vihaan Shinde,SAVINGS,False,98923.89,0.04,ACTIVE,2026-05-15T03:33:57Z
ACC-10006,reyansh.nambiar@oksbi,Reyansh Nambiar,SAVINGS,False,148222.09,0.14,ACTIVE,2024-03-05T23:45:49Z
ACC-10008,sai.mehta@oksbi,Sai Mehta,SAVINGS,False,103428.83,0.03,ACTIVE,2024-04-21T11:44:42Z
ACC-10012,ishaan.sen@oksbi,Ishaan Sen,SAVINGS,False,1735.11,0.04,ACTIVE,2025-06-06T02:58:46Z
ACC-10014,atharva.swaminathan@oksbi,Atharva Swaminathan,SAVINGS,False,163044.71,0.07,ACTIVE,2025-10-16T20:19:22Z
ACC-10016,pranav.nair@oksbi,Pranav Nair,SAVINGS,False,1946.60,0.12,ACTIVE,2025-06-13T16:22:20Z
ACC-10024,aadhya.tiwari@oksbi,Aadhya Tiwari,SAVINGS,False,155219.22,0.08,ACTIVE,2024-08-09T05:49:25Z
ACC-10026,kiara.banerjee@oksbi,Kiara Banerjee,SAVINGS,False,23799.06,0.10,ACTIVE,2025-10-02T03:33:41Z
ACC-10032,navya.joshi@oksbi,Navya Joshi,SAVINGS,False,73537.60,0.13,ACTIVE,2026-05-31T19:49:46Z
ACC-10034,kavya.roy@oksbi,Kavya Roy,SAVINGS,False,109833.29,0.01,ACTIVE,2026-01-01T07:28:50Z
ACC-10036,pooja.gupta@oksbi,Pooja Gupta,SAVINGS,False,235837.44,0.16,ACTIVE,2025-01-08T20:07:33Z
ACC-10038,neha.mishra@oksbi,Neha Mishra,SAVINGS,False,93769.89,0.10,ACTIVE,2024-04-22T18:07:06Z
ACC-10042,vikram.venkatesh@oksbi,Vikram Venkatesh,SAVINGS,False,3861.65,0.13,ACTIVE,2026-03-23T20:52:54Z
ACC-10044,ramesh.jain@oksbi,Ramesh Jain,SAVINGS,False,156550.24,0.04,ACTIVE,2025-02-10T03:58:57Z
ACC-10046,amit.goel@oksbi,Amit Goel,SAVINGS,False,21037.81,0.13,ACTIVE,2024-12-06T16:40:35Z
ACC-10054,gaurav.shinde@oksbi,Gaurav Shinde,SAVINGS,False,8912.21,0.09,ACTIVE,2024-11-04T03:01:15Z
ACC-10056,sameer.nambiar@oksbi,Sameer Nambiar,SAVINGS,False,23608.32,0.08,ACTIVE,2026-03-04T00:00:26Z
ACC-10062,nidhi.sen@oksbi,Nidhi Sen,SAVINGS,False,25185.45,0.12,ACTIVE,2026-03-03T22:09:30Z
ACC-10064,divya.swaminathan@oksbi,Divya Swaminathan,SAVINGS,False,275258.54,0.09,ACTIVE,2025-12-23T09:12:11Z
ACC-10066,jyoti.nair@oksbi,Jyoti Nair,SAVINGS,False,38274.41,0.17,ACTIVE,2025-05-08T14:20:40Z
